10
10
10
12
10
34	34	34	34	34	34	34	34	34	34	
2.56	2.15	1.51	1.49	1.43	1.36	1.33	1.12	0.76	0.67	
20	20	20	20	20	20	20	20	20	20	
2	2	2	2	2	2	2	2	2	2	
1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	
11	11	11	11	11	11	11	11	11	11	
117	145	148	115	134	145	113	137	88	134	
122	96	137	72	57	83	134	77	127	98	
57	106	95	55	118	92	136	93	145	139	
51	102	54	91	93	133	52	56	89	145	
62	68	141	79	119	139	58	124	58	60	
65	75	122	93	87	87	58	63	56	92	
115	143	52	78	92	123	113	71	74	149	
137	147	109	133	88	93	99	102	89	119	
112	92	149	132	142	91	66	109	146	81	
60	134	138	51	54	143	132	97	64	54	
2
1.28	1.28	1.28	1.28	1.28	1.28	1.28	1.28	1.28	1.28	
1.075	1.075	1.075	1.075	1.075	1.075	1.075	1.075	1.075	1.075	
0.755	0.755	0.755	0.755	0.755	0.755	0.755	0.755	0.755	0.755	
0.745	0.745	0.745	0.745	0.745	0.745	0.745	0.745	0.745	0.745	
0.715	0.715	0.715	0.715	0.715	0.715	0.715	0.715	0.715	0.715	
0.68	0.68	0.68	0.68	0.68	0.68	0.68	0.68	0.68	0.68	
0.665	0.665	0.665	0.665	0.665	0.665	0.665	0.665	0.665	0.665	
0.56	0.56	0.56	0.56	0.56	0.56	0.56	0.56	0.56	0.56	
0.38	0.38	0.38	0.38	0.38	0.38	0.38	0.38	0.38	0.38	
0.335	0.335	0.335	0.335	0.335	0.335	0.335	0.335	0.335	0.335	
0.64	0.64	0.64	0.64	0.64	0.64	0.64	0.64	0.64	0.64	
0.5375	0.5375	0.5375	0.5375	0.5375	0.5375	0.5375	0.5375	0.5375	0.5375	
0.3775	0.3775	0.3775	0.3775	0.3775	0.3775	0.3775	0.3775	0.3775	0.3775	
0.3725	0.3725	0.3725	0.3725	0.3725	0.3725	0.3725	0.3725	0.3725	0.3725	
0.3575	0.3575	0.3575	0.3575	0.3575	0.3575	0.3575	0.3575	0.3575	0.3575	
0.34	0.34	0.34	0.34	0.34	0.34	0.34	0.34	0.34	0.34	
0.3325	0.3325	0.3325	0.3325	0.3325	0.3325	0.3325	0.3325	0.3325	0.3325	
0.28	0.28	0.28	0.28	0.28	0.28	0.28	0.28	0.28	0.28	
0.19	0.19	0.19	0.19	0.19	0.19	0.19	0.19	0.19	0.19	
0.1675	0.1675	0.1675	0.1675	0.1675	0.1675	0.1675	0.1675	0.1675	0.1675	
