10
5
10
12
10
46	46	46	46	46	
4.91	4.57	4.51	4.2	3.1	2.98	2.65	2.1	1.21	1.19	
20	20	20	20	20	
2	2	2	2	2	
1.6	1.6	1.6	1.6	1.6	
11	11	11	11	11	
65	101	77	137	110	
107	63	79	57	77	
107	115	122	58	54	
93	93	70	102	112	
56	69	64	104	56	
116	81	111	66	112	
80	137	54	112	117	
85	123	88	83	143	
112	128	57	96	70	
129	64	58	128	146	
1.5
2.455	2.455	2.455	2.455	2.455	
2.285	2.285	2.285	2.285	2.285	
2.255	2.255	2.255	2.255	2.255	
2.1	2.1	2.1	2.1	2.1	
1.55	1.55	1.55	1.55	1.55	
1.49	1.49	1.49	1.49	1.49	
1.325	1.325	1.325	1.325	1.325	
1.05	1.05	1.05	1.05	1.05	
0.605	0.605	0.605	0.605	0.605	
0.595	0.595	0.595	0.595	0.595	
1.2275	1.2275	1.2275	1.2275	1.2275	
1.1425	1.1425	1.1425	1.1425	1.1425	
1.1275	1.1275	1.1275	1.1275	1.1275	
1.05	1.05	1.05	1.05	1.05	
0.775	0.775	0.775	0.775	0.775	
0.745	0.745	0.745	0.745	0.745	
0.6625	0.6625	0.6625	0.6625	0.6625	
0.525	0.525	0.525	0.525	0.525	
0.3025	0.3025	0.3025	0.3025	0.3025	
0.2975	0.2975	0.2975	0.2975	0.2975	
