10
10
10
12
10
47	47	47	47	47	47	47	47	47	47	
4.85	4.73	4.06	2.85	2.73	2.17	1.77	1.64	1.31	1.13	
20	20	20	20	20	20	20	20	20	20	
2	2	2	2	2	2	2	2	2	2	
1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	
11	11	11	11	11	11	11	11	11	11	
73	143	60	132	81	100	93	119	90	109	
58	83	120	60	112	76	70	148	87	111	
110	75	52	123	140	74	60	111	75	132	
77	67	81	125	125	125	56	116	100	109	
57	99	81	136	112	88	105	54	128	55	
92	118	76	87	148	138	70	118	71	95	
111	54	95	106	111	100	59	112	126	62	
121	99	80	91	90	89	85	101	106	80	
132	80	97	51	89	65	53	124	88	137	
104	134	136	95	84	65	55	120	126	84	
1.5
2.425	2.425	2.425	2.425	2.425	2.425	2.425	2.425	2.425	2.425	
2.365	2.365	2.365	2.365	2.365	2.365	2.365	2.365	2.365	2.365	
2.03	2.03	2.03	2.03	2.03	2.03	2.03	2.03	2.03	2.03	
1.425	1.425	1.425	1.425	1.425	1.425	1.425	1.425	1.425	1.425	
1.365	1.365	1.365	1.365	1.365	1.365	1.365	1.365	1.365	1.365	
1.085	1.085	1.085	1.085	1.085	1.085	1.085	1.085	1.085	1.085	
0.885	0.885	0.885	0.885	0.885	0.885	0.885	0.885	0.885	0.885	
0.82	0.82	0.82	0.82	0.82	0.82	0.82	0.82	0.82	0.82	
0.655	0.655	0.655	0.655	0.655	0.655	0.655	0.655	0.655	0.655	
0.565	0.565	0.565	0.565	0.565	0.565	0.565	0.565	0.565	0.565	
1.2125	1.2125	1.2125	1.2125	1.2125	1.2125	1.2125	1.2125	1.2125	1.2125	
1.1825	1.1825	1.1825	1.1825	1.1825	1.1825	1.1825	1.1825	1.1825	1.1825	
1.015	1.015	1.015	1.015	1.015	1.015	1.015	1.015	1.015	1.015	
0.7125	0.7125	0.7125	0.7125	0.7125	0.7125	0.7125	0.7125	0.7125	0.7125	
0.6825	0.6825	0.6825	0.6825	0.6825	0.6825	0.6825	0.6825	0.6825	0.6825	
0.5425	0.5425	0.5425	0.5425	0.5425	0.5425	0.5425	0.5425	0.5425	0.5425	
0.4425	0.4425	0.4425	0.4425	0.4425	0.4425	0.4425	0.4425	0.4425	0.4425	
0.41	0.41	0.41	0.41	0.41	0.41	0.41	0.41	0.41	0.41	
0.3275	0.3275	0.3275	0.3275	0.3275	0.3275	0.3275	0.3275	0.3275	0.3275	
0.2825	0.2825	0.2825	0.2825	0.2825	0.2825	0.2825	0.2825	0.2825	0.2825	
