10
10
10
12
10
26	26	26	26	26	26	26	26	26	26	
2.4	2.03	2	1.58	1.57	1.42	1.13	1.1	1.07	1	
20	20	20	20	20	20	20	20	20	20	
2	2	2	2	2	2	2	2	2	2	
1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	
11	11	11	11	11	11	11	11	11	11	
95	50	79	148	94	50	136	51	51	105	
93	94	92	136	95	50	69	146	83	88	
139	60	143	93	54	123	103	57	94	106	
122	103	123	96	54	84	94	80	144	58	
116	115	87	89	73	70	74	146	111	100	
112	60	136	131	112	104	110	118	117	94	
78	125	140	57	66	57	107	89	143	117	
128	87	97	54	147	68	137	61	108	67	
141	66	124	65	146	125	134	54	62	54	
57	149	135	67	84	103	60	84	105	92	
1.5
1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	
1.015	1.015	1.015	1.015	1.015	1.015	1.015	1.015	1.015	1.015	
1	1	1	1	1	1	1	1	1	1	
0.79	0.79	0.79	0.79	0.79	0.79	0.79	0.79	0.79	0.79	
0.785	0.785	0.785	0.785	0.785	0.785	0.785	0.785	0.785	0.785	
0.71	0.71	0.71	0.71	0.71	0.71	0.71	0.71	0.71	0.71	
0.565	0.565	0.565	0.565	0.565	0.565	0.565	0.565	0.565	0.565	
0.55	0.55	0.55	0.55	0.55	0.55	0.55	0.55	0.55	0.55	
0.535	0.535	0.535	0.535	0.535	0.535	0.535	0.535	0.535	0.535	
0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	
0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	
0.5075	0.5075	0.5075	0.5075	0.5075	0.5075	0.5075	0.5075	0.5075	0.5075	
0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	
0.395	0.395	0.395	0.395	0.395	0.395	0.395	0.395	0.395	0.395	
0.3925	0.3925	0.3925	0.3925	0.3925	0.3925	0.3925	0.3925	0.3925	0.3925	
0.355	0.355	0.355	0.355	0.355	0.355	0.355	0.355	0.355	0.355	
0.2825	0.2825	0.2825	0.2825	0.2825	0.2825	0.2825	0.2825	0.2825	0.2825	
0.275	0.275	0.275	0.275	0.275	0.275	0.275	0.275	0.275	0.275	
0.2675	0.2675	0.2675	0.2675	0.2675	0.2675	0.2675	0.2675	0.2675	0.2675	
0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	
