10
10
10
12
10
40	40	40	40	40	40	40	40	40	40	
4.16	3.8	3.07	2.7	2.65	2.24	1.2	1.06	0.95	0.85	
20	20	20	20	20	20	20	20	20	20	
2	2	2	2	2	2	2	2	2	2	
1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	
11	11	11	11	11	11	11	11	11	11	
134	103	145	123	71	131	100	137	78	71	
149	102	116	146	141	109	79	90	121	86	
137	106	132	57	88	60	125	68	72	131	
67	102	94	52	82	101	108	64	127	53	
104	117	131	57	93	110	101	57	116	127	
108	129	60	78	66	73	52	115	74	141	
117	115	55	71	126	131	118	82	102	61	
66	138	69	143	50	106	138	119	86	136	
113	60	114	79	140	102	132	61	55	147	
84	123	88	52	93	94	95	110	69	79	
1.5
2.08	2.08	2.08	2.08	2.08	2.08	2.08	2.08	2.08	2.08	
1.9	1.9	1.9	1.9	1.9	1.9	1.9	1.9	1.9	1.9	
1.535	1.535	1.535	1.535	1.535	1.535	1.535	1.535	1.535	1.535	
1.35	1.35	1.35	1.35	1.35	1.35	1.35	1.35	1.35	1.35	
1.325	1.325	1.325	1.325	1.325	1.325	1.325	1.325	1.325	1.325	
1.12	1.12	1.12	1.12	1.12	1.12	1.12	1.12	1.12	1.12	
0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	
0.53	0.53	0.53	0.53	0.53	0.53	0.53	0.53	0.53	0.53	
0.475	0.475	0.475	0.475	0.475	0.475	0.475	0.475	0.475	0.475	
0.425	0.425	0.425	0.425	0.425	0.425	0.425	0.425	0.425	0.425	
1.04	1.04	1.04	1.04	1.04	1.04	1.04	1.04	1.04	1.04	
0.95	0.95	0.95	0.95	0.95	0.95	0.95	0.95	0.95	0.95	
0.7675	0.7675	0.7675	0.7675	0.7675	0.7675	0.7675	0.7675	0.7675	0.7675	
0.675	0.675	0.675	0.675	0.675	0.675	0.675	0.675	0.675	0.675	
0.6625	0.6625	0.6625	0.6625	0.6625	0.6625	0.6625	0.6625	0.6625	0.6625	
0.56	0.56	0.56	0.56	0.56	0.56	0.56	0.56	0.56	0.56	
0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	
0.265	0.265	0.265	0.265	0.265	0.265	0.265	0.265	0.265	0.265	
0.2375	0.2375	0.2375	0.2375	0.2375	0.2375	0.2375	0.2375	0.2375	0.2375	
0.2125	0.2125	0.2125	0.2125	0.2125	0.2125	0.2125	0.2125	0.2125	0.2125	
