5
5
10
12
10
21	21	21	21	21	
2.39	2.29	2.24	2.23	1.93	
20	20	20	20	20	
2	2	2	2	2	
1.6	1.6	1.6	1.6	1.6	
11	11	11	11	11	
70	140	103	148	127	
96	76	123	77	60	
116	121	143	139	87	
95	116	129	121	138	
101	120	59	117	69	
1.5
1.195	1.195	1.195	1.195	1.195	
1.145	1.145	1.145	1.145	1.145	
1.12	1.12	1.12	1.12	1.12	
1.115	1.115	1.115	1.115	1.115	
0.965	0.965	0.965	0.965	0.965	
0.5975	0.5975	0.5975	0.5975	0.5975	
0.5725	0.5725	0.5725	0.5725	0.5725	
0.56	0.56	0.56	0.56	0.56	
0.5575	0.5575	0.5575	0.5575	0.5575	
0.4825	0.4825	0.4825	0.4825	0.4825	
