10
5
10
12
10
58	58	58	58	58	
4.69	4.48	3.93	3.83	3.2	2.11	2.05	1.67	1.64	0.66	
20	20	20	20	20	
2	2	2	2	2	
1.6	1.6	1.6	1.6	1.6	
11	11	11	11	11	
69	55	118	107	65	
92	125	136	97	96	
95	89	90	131	74	
126	89	64	101	109	
108	138	58	53	148	
123	148	149	117	146	
135	69	81	99	104	
97	97	148	119	105	
88	50	82	101	146	
68	116	122	68	60	
2
2.345	2.345	2.345	2.345	2.345	
2.24	2.24	2.24	2.24	2.24	
1.965	1.965	1.965	1.965	1.965	
1.915	1.915	1.915	1.915	1.915	
1.6	1.6	1.6	1.6	1.6	
1.055	1.055	1.055	1.055	1.055	
1.025	1.025	1.025	1.025	1.025	
0.835	0.835	0.835	0.835	0.835	
0.82	0.82	0.82	0.82	0.82	
0.33	0.33	0.33	0.33	0.33	
1.1725	1.1725	1.1725	1.1725	1.1725	
1.12	1.12	1.12	1.12	1.12	
0.9825	0.9825	0.9825	0.9825	0.9825	
0.9575	0.9575	0.9575	0.9575	0.9575	
0.8	0.8	0.8	0.8	0.8	
0.5275	0.5275	0.5275	0.5275	0.5275	
0.5125	0.5125	0.5125	0.5125	0.5125	
0.4175	0.4175	0.4175	0.4175	0.4175	
0.41	0.41	0.41	0.41	0.41	
0.165	0.165	0.165	0.165	0.165	
