10
5
10
12
10
30	30	30	30	30	
2.73	2.62	1.97	1.83	1.63	1.53	1.46	1.34	1.27	0.76	
20	20	20	20	20	
2	2	2	2	2	
1.6	1.6	1.6	1.6	1.6	
11	11	11	11	11	
140	106	116	96	148	
149	51	65	134	100	
109	79	88	52	134	
102	146	88	120	101	
93	147	148	95	50	
117	126	71	88	120	
62	103	112	148	136	
99	125	56	58	123	
85	63	52	107	111	
127	105	134	117	105	
1.5
1.365	1.365	1.365	1.365	1.365	
1.31	1.31	1.31	1.31	1.31	
0.985	0.985	0.985	0.985	0.985	
0.915	0.915	0.915	0.915	0.915	
0.815	0.815	0.815	0.815	0.815	
0.765	0.765	0.765	0.765	0.765	
0.73	0.73	0.73	0.73	0.73	
0.67	0.67	0.67	0.67	0.67	
0.635	0.635	0.635	0.635	0.635	
0.38	0.38	0.38	0.38	0.38	
0.6825	0.6825	0.6825	0.6825	0.6825	
0.655	0.655	0.655	0.655	0.655	
0.4925	0.4925	0.4925	0.4925	0.4925	
0.4575	0.4575	0.4575	0.4575	0.4575	
0.4075	0.4075	0.4075	0.4075	0.4075	
0.3825	0.3825	0.3825	0.3825	0.3825	
0.365	0.365	0.365	0.365	0.365	
0.335	0.335	0.335	0.335	0.335	
0.3175	0.3175	0.3175	0.3175	0.3175	
0.19	0.19	0.19	0.19	0.19	
