5
5
10
12
10
32	32	32	32	32	
4.62	4.25	1.53	1.37	0.7	
20	20	20	20	20	
2	2	2	2	2	
1.6	1.6	1.6	1.6	1.6	
11	11	11	11	11	
68	115	129	68	135	
144	134	121	85	129	
101	141	75	130	124	
122	123	108	63	121	
58	65	72	143	57	
2
2.31	2.31	2.31	2.31	2.31	
2.125	2.125	2.125	2.125	2.125	
0.765	0.765	0.765	0.765	0.765	
0.685	0.685	0.685	0.685	0.685	
0.35	0.35	0.35	0.35	0.35	
1.155	1.155	1.155	1.155	1.155	
1.0625	1.0625	1.0625	1.0625	1.0625	
0.3825	0.3825	0.3825	0.3825	0.3825	
0.3425	0.3425	0.3425	0.3425	0.3425	
0.175	0.175	0.175	0.175	0.175	
