5
5
10
12
10
10	10	10	10	10	
1.19	1.13	0.92	0.87	0.75	
20	20	20	20	20	
2	2	2	2	2	
1.6	1.6	1.6	1.6	1.6	
11	11	11	11	11	
127	105	87	107	113	
105	81	87	109	53	
121	145	89	103	58	
65	114	84	53	76	
67	54	127	105	59	
2
0.595	0.595	0.595	0.595	0.595	
0.565	0.565	0.565	0.565	0.565	
0.46	0.46	0.46	0.46	0.46	
0.435	0.435	0.435	0.435	0.435	
0.375	0.375	0.375	0.375	0.375	
0.2975	0.2975	0.2975	0.2975	0.2975	
0.2825	0.2825	0.2825	0.2825	0.2825	
0.23	0.23	0.23	0.23	0.23	
0.2175	0.2175	0.2175	0.2175	0.2175	
0.1875	0.1875	0.1875	0.1875	0.1875	
