5
5
10
12
10
20	20	20	20	20	
2.71	2.29	2.03	1.11	1.05	
20	20	20	20	20	
2	2	2	2	2	
1.6	1.6	1.6	1.6	1.6	
11	11	11	11	11	
55	101	57	107	85	
78	99	77	104	58	
141	106	147	95	110	
115	137	71	144	61	
99	94	133	94	53	
2
1.355	1.355	1.355	1.355	1.355	
1.145	1.145	1.145	1.145	1.145	
1.015	1.015	1.015	1.015	1.015	
0.555	0.555	0.555	0.555	0.555	
0.525	0.525	0.525	0.525	0.525	
0.6775	0.6775	0.6775	0.6775	0.6775	
0.5725	0.5725	0.5725	0.5725	0.5725	
0.5075	0.5075	0.5075	0.5075	0.5075	
0.2775	0.2775	0.2775	0.2775	0.2775	
0.2625	0.2625	0.2625	0.2625	0.2625	
