5
5
10
12
10
40	40	40	40	40	
4.79	3.97	2.5	2.35	1.16	
20	20	20	20	20	
2	2	2	2	2	
1.6	1.6	1.6	1.6	1.6	
11	11	11	11	11	
125	148	145	59	120	
121	139	84	117	90	
106	132	90	94	95	
92	120	63	127	59	
92	99	140	131	80	
2
2.395	2.395	2.395	2.395	2.395	
1.985	1.985	1.985	1.985	1.985	
1.25	1.25	1.25	1.25	1.25	
1.175	1.175	1.175	1.175	1.175	
0.58	0.58	0.58	0.58	0.58	
1.1975	1.1975	1.1975	1.1975	1.1975	
0.9925	0.9925	0.9925	0.9925	0.9925	
0.625	0.625	0.625	0.625	0.625	
0.5875	0.5875	0.5875	0.5875	0.5875	
0.29	0.29	0.29	0.29	0.29	
