5
10
10
12
10
31	31	31	31	31	31	31	31	31	31	
4.34	2.97	2.33	1.68	0.91	
20	20	20	20	20	20	20	20	20	20	
2	2	2	2	2	2	2	2	2	2	
1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	
11	11	11	11	11	11	11	11	11	11	
93	144	136	55	66	74	104	72	115	109	
89	148	68	99	54	103	93	51	133	74	
143	75	50	71	97	57	55	144	89	92	
103	103	119	76	59	65	105	83	78	144	
88	148	104	61	146	105	85	98	76	133	
2
2.17	2.17	2.17	2.17	2.17	2.17	2.17	2.17	2.17	2.17	
1.485	1.485	1.485	1.485	1.485	1.485	1.485	1.485	1.485	1.485	
1.165	1.165	1.165	1.165	1.165	1.165	1.165	1.165	1.165	1.165	
0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	
0.455	0.455	0.455	0.455	0.455	0.455	0.455	0.455	0.455	0.455	
1.085	1.085	1.085	1.085	1.085	1.085	1.085	1.085	1.085	1.085	
0.7425	0.7425	0.7425	0.7425	0.7425	0.7425	0.7425	0.7425	0.7425	0.7425	
0.5825	0.5825	0.5825	0.5825	0.5825	0.5825	0.5825	0.5825	0.5825	0.5825	
0.42	0.42	0.42	0.42	0.42	0.42	0.42	0.42	0.42	0.42	
0.2275	0.2275	0.2275	0.2275	0.2275	0.2275	0.2275	0.2275	0.2275	0.2275	
