5
10
10
12
10
14	14	14	14	14	14	14	14	14	14	
2.27	2.23	1.78	1.07	1.03	
20	20	20	20	20	20	20	20	20	20	
2	2	2	2	2	2	2	2	2	2	
1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	
11	11	11	11	11	11	11	11	11	11	
52	61	86	71	72	73	83	55	96	114	
144	82	115	124	52	108	133	78	141	62	
83	140	148	124	65	100	94	113	66	141	
82	146	98	145	132	114	74	95	53	65	
66	128	92	59	107	149	117	119	103	148	
1.5
1.135	1.135	1.135	1.135	1.135	1.135	1.135	1.135	1.135	1.135	
1.115	1.115	1.115	1.115	1.115	1.115	1.115	1.115	1.115	1.115	
0.89	0.89	0.89	0.89	0.89	0.89	0.89	0.89	0.89	0.89	
0.535	0.535	0.535	0.535	0.535	0.535	0.535	0.535	0.535	0.535	
0.515	0.515	0.515	0.515	0.515	0.515	0.515	0.515	0.515	0.515	
0.5675	0.5675	0.5675	0.5675	0.5675	0.5675	0.5675	0.5675	0.5675	0.5675	
0.5575	0.5575	0.5575	0.5575	0.5575	0.5575	0.5575	0.5575	0.5575	0.5575	
0.445	0.445	0.445	0.445	0.445	0.445	0.445	0.445	0.445	0.445	
0.2675	0.2675	0.2675	0.2675	0.2675	0.2675	0.2675	0.2675	0.2675	0.2675	
0.2575	0.2575	0.2575	0.2575	0.2575	0.2575	0.2575	0.2575	0.2575	0.2575	
