5
10
10
12
10
28	28	28	28	28	28	28	28	28	28	
4.72	4.17	3.14	2.74	1.81	
20	20	20	20	20	20	20	20	20	20	
2	2	2	2	2	2	2	2	2	2	
1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	
11	11	11	11	11	11	11	11	11	11	
50	77	121	114	51	52	108	104	80	101	
94	71	82	63	125	73	91	106	65	79	
109	109	118	128	88	71	109	91	95	128	
134	102	52	126	58	68	106	53	82	104	
107	90	128	147	58	58	132	112	118	87	
1.5
2.36	2.36	2.36	2.36	2.36	2.36	2.36	2.36	2.36	2.36	
2.085	2.085	2.085	2.085	2.085	2.085	2.085	2.085	2.085	2.085	
1.57	1.57	1.57	1.57	1.57	1.57	1.57	1.57	1.57	1.57	
1.37	1.37	1.37	1.37	1.37	1.37	1.37	1.37	1.37	1.37	
0.905	0.905	0.905	0.905	0.905	0.905	0.905	0.905	0.905	0.905	
1.18	1.18	1.18	1.18	1.18	1.18	1.18	1.18	1.18	1.18	
1.0425	1.0425	1.0425	1.0425	1.0425	1.0425	1.0425	1.0425	1.0425	1.0425	
0.785	0.785	0.785	0.785	0.785	0.785	0.785	0.785	0.785	0.785	
0.685	0.685	0.685	0.685	0.685	0.685	0.685	0.685	0.685	0.685	
0.4525	0.4525	0.4525	0.4525	0.4525	0.4525	0.4525	0.4525	0.4525	0.4525	
