5
10
10
12
10
20	20	20	20	20	20	20	20	20	20	
3.48	2.26	1.9	1.25	1.17	
20	20	20	20	20	20	20	20	20	20	
2	2	2	2	2	2	2	2	2	2	
1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	
11	11	11	11	11	11	11	11	11	11	
64	75	90	64	54	139	118	99	145	53	
104	86	111	59	67	114	119	115	60	54	
141	79	87	72	69	136	86	118	140	100	
96	136	82	125	125	110	73	124	91	57	
76	74	144	57	84	129	94	73	103	58	
1.5
1.74	1.74	1.74	1.74	1.74	1.74	1.74	1.74	1.74	1.74	
1.13	1.13	1.13	1.13	1.13	1.13	1.13	1.13	1.13	1.13	
0.95	0.95	0.95	0.95	0.95	0.95	0.95	0.95	0.95	0.95	
0.625	0.625	0.625	0.625	0.625	0.625	0.625	0.625	0.625	0.625	
0.585	0.585	0.585	0.585	0.585	0.585	0.585	0.585	0.585	0.585	
0.87	0.87	0.87	0.87	0.87	0.87	0.87	0.87	0.87	0.87	
0.565	0.565	0.565	0.565	0.565	0.565	0.565	0.565	0.565	0.565	
0.475	0.475	0.475	0.475	0.475	0.475	0.475	0.475	0.475	0.475	
0.3125	0.3125	0.3125	0.3125	0.3125	0.3125	0.3125	0.3125	0.3125	0.3125	
0.2925	0.2925	0.2925	0.2925	0.2925	0.2925	0.2925	0.2925	0.2925	0.2925	
