10
5
10
12
10
29	29	29	29	29	
2.78	2.73	2.58	2.38	1.82	1.64	1.26	1.07	1.06	0.69	
20	20	20	20	20	
2	2	2	2	2	
1.6	1.6	1.6	1.6	1.6	
11	11	11	11	11	
113	57	106	90	85	
137	113	54	126	52	
59	102	107	143	119	
134	85	94	109	95	
55	100	101	85	126	
140	125	98	87	52	
110	104	54	66	141	
105	61	120	76	141	
94	87	142	144	121	
119	69	92	98	64	
1.5
1.39	1.39	1.39	1.39	1.39	
1.365	1.365	1.365	1.365	1.365	
1.29	1.29	1.29	1.29	1.29	
1.19	1.19	1.19	1.19	1.19	
0.91	0.91	0.91	0.91	0.91	
0.82	0.82	0.82	0.82	0.82	
0.63	0.63	0.63	0.63	0.63	
0.535	0.535	0.535	0.535	0.535	
0.53	0.53	0.53	0.53	0.53	
0.345	0.345	0.345	0.345	0.345	
0.695	0.695	0.695	0.695	0.695	
0.6825	0.6825	0.6825	0.6825	0.6825	
0.645	0.645	0.645	0.645	0.645	
0.595	0.595	0.595	0.595	0.595	
0.455	0.455	0.455	0.455	0.455	
0.41	0.41	0.41	0.41	0.41	
0.315	0.315	0.315	0.315	0.315	
0.2675	0.2675	0.2675	0.2675	0.2675	
0.265	0.265	0.265	0.265	0.265	
0.1725	0.1725	0.1725	0.1725	0.1725	
