10
5
10
12
10
32	32	32	32	32	
2.78	2.67	2.64	2.34	2.07	1.9	1.86	1.64	0.86	0.71	
20	20	20	20	20	
2	2	2	2	2	
1.6	1.6	1.6	1.6	1.6	
11	11	11	11	11	
91	62	70	123	78	
142	136	68	90	123	
130	100	130	75	57	
100	119	62	97	86	
137	55	81	91	62	
71	92	63	136	52	
81	105	123	70	133	
56	103	112	131	54	
147	135	56	54	107	
118	85	115	51	105	
1.5
1.39	1.39	1.39	1.39	1.39	
1.335	1.335	1.335	1.335	1.335	
1.32	1.32	1.32	1.32	1.32	
1.17	1.17	1.17	1.17	1.17	
1.035	1.035	1.035	1.035	1.035	
0.95	0.95	0.95	0.95	0.95	
0.93	0.93	0.93	0.93	0.93	
0.82	0.82	0.82	0.82	0.82	
0.43	0.43	0.43	0.43	0.43	
0.355	0.355	0.355	0.355	0.355	
0.695	0.695	0.695	0.695	0.695	
0.6675	0.6675	0.6675	0.6675	0.6675	
0.66	0.66	0.66	0.66	0.66	
0.585	0.585	0.585	0.585	0.585	
0.5175	0.5175	0.5175	0.5175	0.5175	
0.475	0.475	0.475	0.475	0.475	
0.465	0.465	0.465	0.465	0.465	
0.41	0.41	0.41	0.41	0.41	
0.215	0.215	0.215	0.215	0.215	
0.1775	0.1775	0.1775	0.1775	0.1775	
