5
10
10
12
10
24	24	24	24	24	24	24	24	24	24	
2.59	2.39	1.91	1.71	0.69	
20	20	20	20	20	20	20	20	20	20	
2	2	2	2	2	2	2	2	2	2	
1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	
11	11	11	11	11	11	11	11	11	11	
96	68	110	103	126	126	113	143	107	140	
136	128	136	109	116	76	87	72	91	90	
118	130	137	146	109	108	87	107	87	122	
135	115	144	149	67	149	73	111	118	55	
120	124	96	123	138	131	136	139	130	127	
2
1.295	1.295	1.295	1.295	1.295	1.295	1.295	1.295	1.295	1.295	
1.195	1.195	1.195	1.195	1.195	1.195	1.195	1.195	1.195	1.195	
0.955	0.955	0.955	0.955	0.955	0.955	0.955	0.955	0.955	0.955	
0.855	0.855	0.855	0.855	0.855	0.855	0.855	0.855	0.855	0.855	
0.345	0.345	0.345	0.345	0.345	0.345	0.345	0.345	0.345	0.345	
0.6475	0.6475	0.6475	0.6475	0.6475	0.6475	0.6475	0.6475	0.6475	0.6475	
0.5975	0.5975	0.5975	0.5975	0.5975	0.5975	0.5975	0.5975	0.5975	0.5975	
0.4775	0.4775	0.4775	0.4775	0.4775	0.4775	0.4775	0.4775	0.4775	0.4775	
0.4275	0.4275	0.4275	0.4275	0.4275	0.4275	0.4275	0.4275	0.4275	0.4275	
0.1725	0.1725	0.1725	0.1725	0.1725	0.1725	0.1725	0.1725	0.1725	0.1725	
