5
5
10
12
10
23	23	23	23	23	
2.57	2.56	2.2	1.53	1.51	
20	20	20	20	20	
2	2	2	2	2	
1.6	1.6	1.6	1.6	1.6	
11	11	11	11	11	
84	138	72	66	98	
82	85	118	74	113	
126	68	104	67	129	
136	144	139	117	81	
133	89	96	61	82	
2
1.285	1.285	1.285	1.285	1.285	
1.28	1.28	1.28	1.28	1.28	
1.1	1.1	1.1	1.1	1.1	
0.765	0.765	0.765	0.765	0.765	
0.755	0.755	0.755	0.755	0.755	
0.6425	0.6425	0.6425	0.6425	0.6425	
0.64	0.64	0.64	0.64	0.64	
0.55	0.55	0.55	0.55	0.55	
0.3825	0.3825	0.3825	0.3825	0.3825	
0.3775	0.3775	0.3775	0.3775	0.3775	
