10
5
10
12
10
39	39	39	39	39	
2.7	2.56	2.3	2.19	2.18	1.41	0.84	0.74	0.72	0.68	
20	20	20	20	20	
2	2	2	2	2	
1.6	1.6	1.6	1.6	1.6	
11	11	11	11	11	
77	71	65	120	130	
52	82	97	86	133	
71	127	139	70	100	
100	89	131	142	99	
102	132	107	136	134	
133	57	93	103	118	
55	72	94	79	85	
125	87	128	72	79	
118	97	117	138	146	
80	117	60	58	119	
2
1.35	1.35	1.35	1.35	1.35	
1.28	1.28	1.28	1.28	1.28	
1.15	1.15	1.15	1.15	1.15	
1.095	1.095	1.095	1.095	1.095	
1.09	1.09	1.09	1.09	1.09	
0.705	0.705	0.705	0.705	0.705	
0.42	0.42	0.42	0.42	0.42	
0.37	0.37	0.37	0.37	0.37	
0.36	0.36	0.36	0.36	0.36	
0.34	0.34	0.34	0.34	0.34	
0.675	0.675	0.675	0.675	0.675	
0.64	0.64	0.64	0.64	0.64	
0.575	0.575	0.575	0.575	0.575	
0.5475	0.5475	0.5475	0.5475	0.5475	
0.545	0.545	0.545	0.545	0.545	
0.3525	0.3525	0.3525	0.3525	0.3525	
0.21	0.21	0.21	0.21	0.21	
0.185	0.185	0.185	0.185	0.185	
0.18	0.18	0.18	0.18	0.18	
0.17	0.17	0.17	0.17	0.17	
