5
10
10
12
10
19	19	19	19	19	19	19	19	19	19	
2.7	2.27	1.8	1.63	1.51	
20	20	20	20	20	20	20	20	20	20	
2	2	2	2	2	2	2	2	2	2	
1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	
11	11	11	11	11	11	11	11	11	11	
138	63	117	121	102	87	73	60	98	61	
134	68	86	129	110	67	106	68	146	119	
50	138	79	79	84	135	117	87	121	70	
120	80	69	146	66	71	108	124	144	112	
128	144	76	50	81	79	54	58	119	109	
1.5
1.35	1.35	1.35	1.35	1.35	1.35	1.35	1.35	1.35	1.35	
1.135	1.135	1.135	1.135	1.135	1.135	1.135	1.135	1.135	1.135	
0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	
0.815	0.815	0.815	0.815	0.815	0.815	0.815	0.815	0.815	0.815	
0.755	0.755	0.755	0.755	0.755	0.755	0.755	0.755	0.755	0.755	
0.675	0.675	0.675	0.675	0.675	0.675	0.675	0.675	0.675	0.675	
0.5675	0.5675	0.5675	0.5675	0.5675	0.5675	0.5675	0.5675	0.5675	0.5675	
0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45	
0.4075	0.4075	0.4075	0.4075	0.4075	0.4075	0.4075	0.4075	0.4075	0.4075	
0.3775	0.3775	0.3775	0.3775	0.3775	0.3775	0.3775	0.3775	0.3775	0.3775	
