10
5
10
12
10
69	69	69	69	69	
4.99	4.79	4.65	4.53	4.52	4.06	3.43	2.96	2.79	2.53	
20	20	20	20	20	
2	2	2	2	2	
1.6	1.6	1.6	1.6	1.6	
11	11	11	11	11	
139	120	67	131	146	
128	124	69	81	61	
57	138	109	149	140	
125	132	107	91	75	
118	123	118	93	132	
140	80	139	64	144	
129	138	96	130	122	
92	59	120	101	93	
121	84	147	132	81	
120	127	148	141	105	
1.5
2.495	2.495	2.495	2.495	2.495	
2.395	2.395	2.395	2.395	2.395	
2.325	2.325	2.325	2.325	2.325	
2.265	2.265	2.265	2.265	2.265	
2.26	2.26	2.26	2.26	2.26	
2.03	2.03	2.03	2.03	2.03	
1.715	1.715	1.715	1.715	1.715	
1.48	1.48	1.48	1.48	1.48	
1.395	1.395	1.395	1.395	1.395	
1.265	1.265	1.265	1.265	1.265	
1.2475	1.2475	1.2475	1.2475	1.2475	
1.1975	1.1975	1.1975	1.1975	1.1975	
1.1625	1.1625	1.1625	1.1625	1.1625	
1.1325	1.1325	1.1325	1.1325	1.1325	
1.13	1.13	1.13	1.13	1.13	
1.015	1.015	1.015	1.015	1.015	
0.8575	0.8575	0.8575	0.8575	0.8575	
0.74	0.74	0.74	0.74	0.74	
0.6975	0.6975	0.6975	0.6975	0.6975	
0.6325	0.6325	0.6325	0.6325	0.6325	
