10
5
10
12
10
58	58	58	58	58	
4.7	4.58	4.23	3.75	3.24	2.21	1.83	1.43	1.23	0.77	
20	20	20	20	20	
2	2	2	2	2	
1.6	1.6	1.6	1.6	1.6	
11	11	11	11	11	
92	50	87	142	73	
87	101	90	65	125	
125	92	135	99	69	
60	54	64	113	118	
94	115	79	115	112	
92	81	84	67	147	
132	136	112	95	112	
146	55	56	65	125	
103	103	68	59	60	
137	100	100	147	119	
2
2.35	2.35	2.35	2.35	2.35	
2.29	2.29	2.29	2.29	2.29	
2.115	2.115	2.115	2.115	2.115	
1.875	1.875	1.875	1.875	1.875	
1.62	1.62	1.62	1.62	1.62	
1.105	1.105	1.105	1.105	1.105	
0.915	0.915	0.915	0.915	0.915	
0.715	0.715	0.715	0.715	0.715	
0.615	0.615	0.615	0.615	0.615	
0.385	0.385	0.385	0.385	0.385	
1.175	1.175	1.175	1.175	1.175	
1.145	1.145	1.145	1.145	1.145	
1.0575	1.0575	1.0575	1.0575	1.0575	
0.9375	0.9375	0.9375	0.9375	0.9375	
0.81	0.81	0.81	0.81	0.81	
0.5525	0.5525	0.5525	0.5525	0.5525	
0.4575	0.4575	0.4575	0.4575	0.4575	
0.3575	0.3575	0.3575	0.3575	0.3575	
0.3075	0.3075	0.3075	0.3075	0.3075	
0.1925	0.1925	0.1925	0.1925	0.1925	
