5
5
10
12
10
16	16	16	16	16	
2.28	2.02	1.88	1.29	0.76	
20	20	20	20	20	
2	2	2	2	2	
1.6	1.6	1.6	1.6	1.6	
11	11	11	11	11	
56	141	134	97	125	
109	135	128	79	76	
137	107	114	143	77	
54	121	120	126	95	
101	50	90	72	88	
1.5
1.14	1.14	1.14	1.14	1.14	
1.01	1.01	1.01	1.01	1.01	
0.94	0.94	0.94	0.94	0.94	
0.645	0.645	0.645	0.645	0.645	
0.38	0.38	0.38	0.38	0.38	
0.57	0.57	0.57	0.57	0.57	
0.505	0.505	0.505	0.505	0.505	
0.47	0.47	0.47	0.47	0.47	
0.3225	0.3225	0.3225	0.3225	0.3225	
0.19	0.19	0.19	0.19	0.19	
