5
5
10
12
10
13	13	13	13	13	
2.55	1.91	1.17	0.93	0.65	
20	20	20	20	20	
2	2	2	2	2	
1.6	1.6	1.6	1.6	1.6	
11	11	11	11	11	
113	107	118	57	110	
118	71	91	112	68	
111	98	128	107	116	
124	119	74	57	133	
135	85	58	61	78	
1.5
1.275	1.275	1.275	1.275	1.275	
0.955	0.955	0.955	0.955	0.955	
0.585	0.585	0.585	0.585	0.585	
0.465	0.465	0.465	0.465	0.465	
0.325	0.325	0.325	0.325	0.325	
0.6375	0.6375	0.6375	0.6375	0.6375	
0.4775	0.4775	0.4775	0.4775	0.4775	
0.2925	0.2925	0.2925	0.2925	0.2925	
0.2325	0.2325	0.2325	0.2325	0.2325	
0.1625	0.1625	0.1625	0.1625	0.1625	
