10
10
10
12
10
38	38	38	38	38	38	38	38	38	38	
2.51	2.48	2.37	2.04	1.29	1.26	1.09	1.07	1.04	0.93	
20	20	20	20	20	20	20	20	20	20	
2	2	2	2	2	2	2	2	2	2	
1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	
11	11	11	11	11	11	11	11	11	11	
121	99	89	53	57	62	143	61	60	53	
111	70	105	145	109	117	129	140	94	94	
109	107	89	104	110	99	104	130	96	73	
106	134	81	78	149	145	126	116	93	107	
139	58	97	53	63	78	110	88	98	73	
122	119	114	147	144	104	66	64	104	119	
130	62	56	80	100	92	100	86	136	50	
65	127	82	141	74	134	122	93	98	107	
121	102	90	102	66	88	126	106	128	126	
71	123	78	73	100	94	78	136	143	72	
2
1.255	1.255	1.255	1.255	1.255	1.255	1.255	1.255	1.255	1.255	
1.24	1.24	1.24	1.24	1.24	1.24	1.24	1.24	1.24	1.24	
1.185	1.185	1.185	1.185	1.185	1.185	1.185	1.185	1.185	1.185	
1.02	1.02	1.02	1.02	1.02	1.02	1.02	1.02	1.02	1.02	
0.645	0.645	0.645	0.645	0.645	0.645	0.645	0.645	0.645	0.645	
0.63	0.63	0.63	0.63	0.63	0.63	0.63	0.63	0.63	0.63	
0.545	0.545	0.545	0.545	0.545	0.545	0.545	0.545	0.545	0.545	
0.535	0.535	0.535	0.535	0.535	0.535	0.535	0.535	0.535	0.535	
0.52	0.52	0.52	0.52	0.52	0.52	0.52	0.52	0.52	0.52	
0.465	0.465	0.465	0.465	0.465	0.465	0.465	0.465	0.465	0.465	
0.6275	0.6275	0.6275	0.6275	0.6275	0.6275	0.6275	0.6275	0.6275	0.6275	
0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62	
0.5925	0.5925	0.5925	0.5925	0.5925	0.5925	0.5925	0.5925	0.5925	0.5925	
0.51	0.51	0.51	0.51	0.51	0.51	0.51	0.51	0.51	0.51	
0.3225	0.3225	0.3225	0.3225	0.3225	0.3225	0.3225	0.3225	0.3225	0.3225	
0.315	0.315	0.315	0.315	0.315	0.315	0.315	0.315	0.315	0.315	
0.2725	0.2725	0.2725	0.2725	0.2725	0.2725	0.2725	0.2725	0.2725	0.2725	
0.2675	0.2675	0.2675	0.2675	0.2675	0.2675	0.2675	0.2675	0.2675	0.2675	
0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	
0.2325	0.2325	0.2325	0.2325	0.2325	0.2325	0.2325	0.2325	0.2325	0.2325	
