5
5
10
12
10
13	13	13	13	13	
2.17	1.02	0.79	0.68	0.65	
20	20	20	20	20	
2	2	2	2	2	
1.6	1.6	1.6	1.6	1.6	
11	11	11	11	11	
98	136	73	116	100	
69	95	113	71	97	
136	114	132	63	139	
145	139	116	80	124	
133	59	65	106	63	
2
1.085	1.085	1.085	1.085	1.085	
0.51	0.51	0.51	0.51	0.51	
0.395	0.395	0.395	0.395	0.395	
0.34	0.34	0.34	0.34	0.34	
0.325	0.325	0.325	0.325	0.325	
0.5425	0.5425	0.5425	0.5425	0.5425	
0.255	0.255	0.255	0.255	0.255	
0.1975	0.1975	0.1975	0.1975	0.1975	
0.17	0.17	0.17	0.17	0.17	
0.1625	0.1625	0.1625	0.1625	0.1625	
