10
5
10
12
10
57	57	57	57	57	
4.89	3.81	3.55	2.86	2.59	2.45	2.22	1.16	0.9	0.83	
20	20	20	20	20	
2	2	2	2	2	
1.6	1.6	1.6	1.6	1.6	
11	11	11	11	11	
52	110	72	134	62	
117	109	140	53	119	
116	110	131	53	97	
125	63	139	146	94	
121	146	91	149	60	
78	114	109	65	78	
55	103	125	121	69	
55	75	104	92	68	
83	122	86	80	110	
59	95	103	135	59	
2
2.445	2.445	2.445	2.445	2.445	
1.905	1.905	1.905	1.905	1.905	
1.775	1.775	1.775	1.775	1.775	
1.43	1.43	1.43	1.43	1.43	
1.295	1.295	1.295	1.295	1.295	
1.225	1.225	1.225	1.225	1.225	
1.11	1.11	1.11	1.11	1.11	
0.58	0.58	0.58	0.58	0.58	
0.45	0.45	0.45	0.45	0.45	
0.415	0.415	0.415	0.415	0.415	
1.2225	1.2225	1.2225	1.2225	1.2225	
0.9525	0.9525	0.9525	0.9525	0.9525	
0.8875	0.8875	0.8875	0.8875	0.8875	
0.715	0.715	0.715	0.715	0.715	
0.6475	0.6475	0.6475	0.6475	0.6475	
0.6125	0.6125	0.6125	0.6125	0.6125	
0.555	0.555	0.555	0.555	0.555	
0.29	0.29	0.29	0.29	0.29	
0.225	0.225	0.225	0.225	0.225	
0.2075	0.2075	0.2075	0.2075	0.2075	
