10
10
10
12
10
40	40	40	40	40	40	40	40	40	40	
2.73	2.68	2.54	2.44	2.43	1.31	1.18	1.01	0.86	0.7	
20	20	20	20	20	20	20	20	20	20	
2	2	2	2	2	2	2	2	2	2	
1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	
11	11	11	11	11	11	11	11	11	11	
108	140	84	51	141	72	89	122	56	63	
52	98	114	141	52	117	99	109	139	107	
74	83	116	149	82	61	70	60	95	139	
148	68	52	87	101	114	110	64	103	132	
77	53	126	137	134	108	142	101	104	87	
117	90	75	55	62	70	138	75	95	122	
120	128	64	68	117	58	120	54	73	149	
147	107	90	113	60	117	130	111	137	71	
115	50	141	67	106	56	130	96	61	140	
64	86	141	104	92	114	103	110	124	116	
2
1.365	1.365	1.365	1.365	1.365	1.365	1.365	1.365	1.365	1.365	
1.34	1.34	1.34	1.34	1.34	1.34	1.34	1.34	1.34	1.34	
1.27	1.27	1.27	1.27	1.27	1.27	1.27	1.27	1.27	1.27	
1.22	1.22	1.22	1.22	1.22	1.22	1.22	1.22	1.22	1.22	
1.215	1.215	1.215	1.215	1.215	1.215	1.215	1.215	1.215	1.215	
0.655	0.655	0.655	0.655	0.655	0.655	0.655	0.655	0.655	0.655	
0.59	0.59	0.59	0.59	0.59	0.59	0.59	0.59	0.59	0.59	
0.505	0.505	0.505	0.505	0.505	0.505	0.505	0.505	0.505	0.505	
0.43	0.43	0.43	0.43	0.43	0.43	0.43	0.43	0.43	0.43	
0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35	
0.6825	0.6825	0.6825	0.6825	0.6825	0.6825	0.6825	0.6825	0.6825	0.6825	
0.67	0.67	0.67	0.67	0.67	0.67	0.67	0.67	0.67	0.67	
0.635	0.635	0.635	0.635	0.635	0.635	0.635	0.635	0.635	0.635	
0.61	0.61	0.61	0.61	0.61	0.61	0.61	0.61	0.61	0.61	
0.6075	0.6075	0.6075	0.6075	0.6075	0.6075	0.6075	0.6075	0.6075	0.6075	
0.3275	0.3275	0.3275	0.3275	0.3275	0.3275	0.3275	0.3275	0.3275	0.3275	
0.295	0.295	0.295	0.295	0.295	0.295	0.295	0.295	0.295	0.295	
0.2525	0.2525	0.2525	0.2525	0.2525	0.2525	0.2525	0.2525	0.2525	0.2525	
0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	
0.175	0.175	0.175	0.175	0.175	0.175	0.175	0.175	0.175	0.175	
