5
10
10
12
10
15	15	15	15	15	15	15	15	15	15	
2.38	2.33	1.27	0.73	0.72	
20	20	20	20	20	20	20	20	20	20	
2	2	2	2	2	2	2	2	2	2	
1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	
11	11	11	11	11	11	11	11	11	11	
53	133	94	62	144	136	118	106	71	132	
141	51	82	73	87	146	85	127	123	96	
52	64	105	102	99	91	141	54	93	58	
66	114	108	98	66	120	106	112	122	115	
71	66	120	77	118	116	83	54	140	113	
1.5
1.19	1.19	1.19	1.19	1.19	1.19	1.19	1.19	1.19	1.19	
1.165	1.165	1.165	1.165	1.165	1.165	1.165	1.165	1.165	1.165	
0.635	0.635	0.635	0.635	0.635	0.635	0.635	0.635	0.635	0.635	
0.365	0.365	0.365	0.365	0.365	0.365	0.365	0.365	0.365	0.365	
0.36	0.36	0.36	0.36	0.36	0.36	0.36	0.36	0.36	0.36	
0.595	0.595	0.595	0.595	0.595	0.595	0.595	0.595	0.595	0.595	
0.5825	0.5825	0.5825	0.5825	0.5825	0.5825	0.5825	0.5825	0.5825	0.5825	
0.3175	0.3175	0.3175	0.3175	0.3175	0.3175	0.3175	0.3175	0.3175	0.3175	
0.1825	0.1825	0.1825	0.1825	0.1825	0.1825	0.1825	0.1825	0.1825	0.1825	
0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	
