10
10
10
12
10
37	37	37	37	37	37	37	37	37	37	
2.52	2.3	2.28	1.8	1.4	1.4	1.32	1.04	0.84	0.76	
20	20	20	20	20	20	20	20	20	20	
2	2	2	2	2	2	2	2	2	2	
1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	
11	11	11	11	11	11	11	11	11	11	
135	90	94	56	104	52	128	133	132	110	
102	75	95	50	66	85	60	103	50	113	
112	130	63	59	106	137	70	132	97	107	
132	68	110	69	96	76	143	100	84	82	
68	96	137	100	123	117	79	143	91	60	
96	149	52	72	93	70	127	121	82	148	
72	64	79	92	51	125	80	118	67	50	
83	148	107	101	87	51	115	75	127	111	
127	86	107	136	127	119	55	117	95	144	
77	60	83	110	108	74	121	94	62	96	
2
1.26	1.26	1.26	1.26	1.26	1.26	1.26	1.26	1.26	1.26	
1.15	1.15	1.15	1.15	1.15	1.15	1.15	1.15	1.15	1.15	
1.14	1.14	1.14	1.14	1.14	1.14	1.14	1.14	1.14	1.14	
0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	
0.7	0.7	0.7	0.7	0.7	0.7	0.7	0.7	0.7	0.7	
0.7	0.7	0.7	0.7	0.7	0.7	0.7	0.7	0.7	0.7	
0.66	0.66	0.66	0.66	0.66	0.66	0.66	0.66	0.66	0.66	
0.52	0.52	0.52	0.52	0.52	0.52	0.52	0.52	0.52	0.52	
0.42	0.42	0.42	0.42	0.42	0.42	0.42	0.42	0.42	0.42	
0.38	0.38	0.38	0.38	0.38	0.38	0.38	0.38	0.38	0.38	
0.63	0.63	0.63	0.63	0.63	0.63	0.63	0.63	0.63	0.63	
0.575	0.575	0.575	0.575	0.575	0.575	0.575	0.575	0.575	0.575	
0.57	0.57	0.57	0.57	0.57	0.57	0.57	0.57	0.57	0.57	
0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45	
0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35	
0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35	
0.33	0.33	0.33	0.33	0.33	0.33	0.33	0.33	0.33	0.33	
0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	
0.21	0.21	0.21	0.21	0.21	0.21	0.21	0.21	0.21	0.21	
0.19	0.19	0.19	0.19	0.19	0.19	0.19	0.19	0.19	0.19	
