5
10
10
12
10
14	14	14	14	14	14	14	14	14	14	
2.22	1.69	1.23	1.12	1.09	
20	20	20	20	20	20	20	20	20	20	
2	2	2	2	2	2	2	2	2	2	
1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	
11	11	11	11	11	11	11	11	11	11	
109	126	103	62	57	83	87	87	128	106	
149	106	61	56	91	78	131	132	73	99	
117	75	116	80	55	83	148	61	72	77	
113	113	63	95	131	117	76	64	58	125	
116	70	84	114	119	102	64	133	113	134	
1.5
1.11	1.11	1.11	1.11	1.11	1.11	1.11	1.11	1.11	1.11	
0.845	0.845	0.845	0.845	0.845	0.845	0.845	0.845	0.845	0.845	
0.615	0.615	0.615	0.615	0.615	0.615	0.615	0.615	0.615	0.615	
0.56	0.56	0.56	0.56	0.56	0.56	0.56	0.56	0.56	0.56	
0.545	0.545	0.545	0.545	0.545	0.545	0.545	0.545	0.545	0.545	
0.555	0.555	0.555	0.555	0.555	0.555	0.555	0.555	0.555	0.555	
0.4225	0.4225	0.4225	0.4225	0.4225	0.4225	0.4225	0.4225	0.4225	0.4225	
0.3075	0.3075	0.3075	0.3075	0.3075	0.3075	0.3075	0.3075	0.3075	0.3075	
0.28	0.28	0.28	0.28	0.28	0.28	0.28	0.28	0.28	0.28	
0.2725	0.2725	0.2725	0.2725	0.2725	0.2725	0.2725	0.2725	0.2725	0.2725	
