10
10
10
12
10
49	49	49	49	49	49	49	49	49	49	
4.88	4.16	3.31	3.04	2.86	2.85	2.56	1.48	1.01	0.8	
20	20	20	20	20	20	20	20	20	20	
2	2	2	2	2	2	2	2	2	2	
1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	
11	11	11	11	11	11	11	11	11	11	
96	138	96	67	89	95	69	104	127	138	
88	86	97	128	107	110	135	147	131	120	
128	121	73	117	104	144	93	78	125	133	
74	66	112	120	133	74	114	92	145	97	
104	83	66	94	58	57	89	131	74	114	
144	101	129	149	123	121	50	63	109	125	
116	71	74	95	136	66	65	94	58	94	
130	59	60	71	63	113	147	142	86	132	
135	106	121	118	85	131	117	79	71	96	
108	87	138	80	122	137	126	133	53	146	
1.5
2.44	2.44	2.44	2.44	2.44	2.44	2.44	2.44	2.44	2.44	
2.08	2.08	2.08	2.08	2.08	2.08	2.08	2.08	2.08	2.08	
1.655	1.655	1.655	1.655	1.655	1.655	1.655	1.655	1.655	1.655	
1.52	1.52	1.52	1.52	1.52	1.52	1.52	1.52	1.52	1.52	
1.43	1.43	1.43	1.43	1.43	1.43	1.43	1.43	1.43	1.43	
1.425	1.425	1.425	1.425	1.425	1.425	1.425	1.425	1.425	1.425	
1.28	1.28	1.28	1.28	1.28	1.28	1.28	1.28	1.28	1.28	
0.74	0.74	0.74	0.74	0.74	0.74	0.74	0.74	0.74	0.74	
0.505	0.505	0.505	0.505	0.505	0.505	0.505	0.505	0.505	0.505	
0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	
1.22	1.22	1.22	1.22	1.22	1.22	1.22	1.22	1.22	1.22	
1.04	1.04	1.04	1.04	1.04	1.04	1.04	1.04	1.04	1.04	
0.8275	0.8275	0.8275	0.8275	0.8275	0.8275	0.8275	0.8275	0.8275	0.8275	
0.76	0.76	0.76	0.76	0.76	0.76	0.76	0.76	0.76	0.76	
0.715	0.715	0.715	0.715	0.715	0.715	0.715	0.715	0.715	0.715	
0.7125	0.7125	0.7125	0.7125	0.7125	0.7125	0.7125	0.7125	0.7125	0.7125	
0.64	0.64	0.64	0.64	0.64	0.64	0.64	0.64	0.64	0.64	
0.37	0.37	0.37	0.37	0.37	0.37	0.37	0.37	0.37	0.37	
0.2525	0.2525	0.2525	0.2525	0.2525	0.2525	0.2525	0.2525	0.2525	0.2525	
0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	
