10
10
10
12
10
51	51	51	51	51	51	51	51	51	51	
4.46	4.26	3.17	3.1	3.06	3	2.35	2.34	1.76	0.82	
20	20	20	20	20	20	20	20	20	20	
2	2	2	2	2	2	2	2	2	2	
1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	
11	11	11	11	11	11	11	11	11	11	
70	89	87	61	126	115	63	62	118	90	
138	109	84	119	92	142	74	53	120	115	
58	74	126	106	148	67	92	106	124	66	
122	134	53	138	138	113	82	124	64	115	
81	108	56	131	137	149	53	89	88	141	
66	73	52	133	91	121	61	117	122	68	
64	134	59	72	102	131	73	97	64	61	
93	118	74	83	136	147	62	110	96	92	
122	70	55	81	64	68	92	126	105	92	
94	113	96	74	138	145	109	149	147	66	
1.5
2.23	2.23	2.23	2.23	2.23	2.23	2.23	2.23	2.23	2.23	
2.13	2.13	2.13	2.13	2.13	2.13	2.13	2.13	2.13	2.13	
1.585	1.585	1.585	1.585	1.585	1.585	1.585	1.585	1.585	1.585	
1.55	1.55	1.55	1.55	1.55	1.55	1.55	1.55	1.55	1.55	
1.53	1.53	1.53	1.53	1.53	1.53	1.53	1.53	1.53	1.53	
1.5	1.5	1.5	1.5	1.5	1.5	1.5	1.5	1.5	1.5	
1.175	1.175	1.175	1.175	1.175	1.175	1.175	1.175	1.175	1.175	
1.17	1.17	1.17	1.17	1.17	1.17	1.17	1.17	1.17	1.17	
0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.88	
0.41	0.41	0.41	0.41	0.41	0.41	0.41	0.41	0.41	0.41	
1.115	1.115	1.115	1.115	1.115	1.115	1.115	1.115	1.115	1.115	
1.065	1.065	1.065	1.065	1.065	1.065	1.065	1.065	1.065	1.065	
0.7925	0.7925	0.7925	0.7925	0.7925	0.7925	0.7925	0.7925	0.7925	0.7925	
0.775	0.775	0.775	0.775	0.775	0.775	0.775	0.775	0.775	0.775	
0.765	0.765	0.765	0.765	0.765	0.765	0.765	0.765	0.765	0.765	
0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	
0.5875	0.5875	0.5875	0.5875	0.5875	0.5875	0.5875	0.5875	0.5875	0.5875	
0.585	0.585	0.585	0.585	0.585	0.585	0.585	0.585	0.585	0.585	
0.44	0.44	0.44	0.44	0.44	0.44	0.44	0.44	0.44	0.44	
0.205	0.205	0.205	0.205	0.205	0.205	0.205	0.205	0.205	0.205	
