10
10
10
12
10
75	75	75	75	75	75	75	75	75	75	
4.71	4.44	4.44	4.23	2.87	2.72	2.63	2.51	2.32	2.29	
20	20	20	20	20	20	20	20	20	20	
2	2	2	2	2	2	2	2	2	2	
1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	
11	11	11	11	11	11	11	11	11	11	
87	134	65	134	129	90	78	58	63	67	
117	56	142	96	69	144	100	79	142	130	
113	98	126	110	68	113	126	114	76	134	
103	132	142	116	73	55	72	100	91	84	
118	136	52	84	72	127	73	108	121	142	
97	116	114	111	98	72	98	107	80	124	
121	56	86	117	62	133	139	144	89	94	
139	119	72	51	104	106	78	83	67	116	
138	132	146	85	149	96	149	134	54	55	
111	139	141	132	92	77	98	146	113	108	
2
2.355	2.355	2.355	2.355	2.355	2.355	2.355	2.355	2.355	2.355	
2.22	2.22	2.22	2.22	2.22	2.22	2.22	2.22	2.22	2.22	
2.22	2.22	2.22	2.22	2.22	2.22	2.22	2.22	2.22	2.22	
2.115	2.115	2.115	2.115	2.115	2.115	2.115	2.115	2.115	2.115	
1.435	1.435	1.435	1.435	1.435	1.435	1.435	1.435	1.435	1.435	
1.36	1.36	1.36	1.36	1.36	1.36	1.36	1.36	1.36	1.36	
1.315	1.315	1.315	1.315	1.315	1.315	1.315	1.315	1.315	1.315	
1.255	1.255	1.255	1.255	1.255	1.255	1.255	1.255	1.255	1.255	
1.16	1.16	1.16	1.16	1.16	1.16	1.16	1.16	1.16	1.16	
1.145	1.145	1.145	1.145	1.145	1.145	1.145	1.145	1.145	1.145	
1.1775	1.1775	1.1775	1.1775	1.1775	1.1775	1.1775	1.1775	1.1775	1.1775	
1.11	1.11	1.11	1.11	1.11	1.11	1.11	1.11	1.11	1.11	
1.11	1.11	1.11	1.11	1.11	1.11	1.11	1.11	1.11	1.11	
1.0575	1.0575	1.0575	1.0575	1.0575	1.0575	1.0575	1.0575	1.0575	1.0575	
0.7175	0.7175	0.7175	0.7175	0.7175	0.7175	0.7175	0.7175	0.7175	0.7175	
0.68	0.68	0.68	0.68	0.68	0.68	0.68	0.68	0.68	0.68	
0.6575	0.6575	0.6575	0.6575	0.6575	0.6575	0.6575	0.6575	0.6575	0.6575	
0.6275	0.6275	0.6275	0.6275	0.6275	0.6275	0.6275	0.6275	0.6275	0.6275	
0.58	0.58	0.58	0.58	0.58	0.58	0.58	0.58	0.58	0.58	
0.5725	0.5725	0.5725	0.5725	0.5725	0.5725	0.5725	0.5725	0.5725	0.5725	
