10
5
10
12
10
35	35	35	35	35	
4.14	3.92	2.6	2.48	2.17	1.78	1.52	1.19	1.05	0.97	
20	20	20	20	20	
2	2	2	2	2	
1.6	1.6	1.6	1.6	1.6	
11	11	11	11	11	
79	92	82	140	125	
97	116	51	61	67	
66	87	113	62	112	
93	124	133	57	99	
91	92	106	59	84	
54	115	82	66	145	
106	103	83	104	65	
116	139	72	74	118	
74	65	97	143	99	
67	132	145	121	133	
1.5
2.07	2.07	2.07	2.07	2.07	
1.96	1.96	1.96	1.96	1.96	
1.3	1.3	1.3	1.3	1.3	
1.24	1.24	1.24	1.24	1.24	
1.085	1.085	1.085	1.085	1.085	
0.89	0.89	0.89	0.89	0.89	
0.76	0.76	0.76	0.76	0.76	
0.595	0.595	0.595	0.595	0.595	
0.525	0.525	0.525	0.525	0.525	
0.485	0.485	0.485	0.485	0.485	
1.035	1.035	1.035	1.035	1.035	
0.98	0.98	0.98	0.98	0.98	
0.65	0.65	0.65	0.65	0.65	
0.62	0.62	0.62	0.62	0.62	
0.5425	0.5425	0.5425	0.5425	0.5425	
0.445	0.445	0.445	0.445	0.445	
0.38	0.38	0.38	0.38	0.38	
0.2975	0.2975	0.2975	0.2975	0.2975	
0.2625	0.2625	0.2625	0.2625	0.2625	
0.2425	0.2425	0.2425	0.2425	0.2425	
