5
10
10
12
10
27	27	27	27	27	27	27	27	27	27	
4.94	2.9	2.84	2.25	1.44	
20	20	20	20	20	20	20	20	20	20	
2	2	2	2	2	2	2	2	2	2	
1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	
11	11	11	11	11	11	11	11	11	11	
135	138	143	73	109	135	132	58	107	98	
119	56	86	87	148	94	144	147	87	102	
107	83	124	105	72	84	85	124	123	140	
89	68	144	74	58	87	140	64	104	101	
64	99	84	120	89	53	104	116	97	83	
1.5
2.47	2.47	2.47	2.47	2.47	2.47	2.47	2.47	2.47	2.47	
1.45	1.45	1.45	1.45	1.45	1.45	1.45	1.45	1.45	1.45	
1.42	1.42	1.42	1.42	1.42	1.42	1.42	1.42	1.42	1.42	
1.125	1.125	1.125	1.125	1.125	1.125	1.125	1.125	1.125	1.125	
0.72	0.72	0.72	0.72	0.72	0.72	0.72	0.72	0.72	0.72	
1.235	1.235	1.235	1.235	1.235	1.235	1.235	1.235	1.235	1.235	
0.725	0.725	0.725	0.725	0.725	0.725	0.725	0.725	0.725	0.725	
0.71	0.71	0.71	0.71	0.71	0.71	0.71	0.71	0.71	0.71	
0.5625	0.5625	0.5625	0.5625	0.5625	0.5625	0.5625	0.5625	0.5625	0.5625	
0.36	0.36	0.36	0.36	0.36	0.36	0.36	0.36	0.36	0.36	
