5
10
10
12
10
19	19	19	19	19	19	19	19	19	19	
2.04	2	1.47	1.19	0.68	
20	20	20	20	20	20	20	20	20	20	
2	2	2	2	2	2	2	2	2	2	
1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	
11	11	11	11	11	11	11	11	11	11	
81	130	132	62	84	109	69	96	134	69	
129	145	72	65	139	128	108	146	114	114	
84	104	111	91	93	53	95	107	83	134	
89	113	136	96	98	68	107	122	140	120	
78	102	52	96	69	93	139	143	77	123	
2
1.02	1.02	1.02	1.02	1.02	1.02	1.02	1.02	1.02	1.02	
1	1	1	1	1	1	1	1	1	1	
0.735	0.735	0.735	0.735	0.735	0.735	0.735	0.735	0.735	0.735	
0.595	0.595	0.595	0.595	0.595	0.595	0.595	0.595	0.595	0.595	
0.34	0.34	0.34	0.34	0.34	0.34	0.34	0.34	0.34	0.34	
0.51	0.51	0.51	0.51	0.51	0.51	0.51	0.51	0.51	0.51	
0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	
0.3675	0.3675	0.3675	0.3675	0.3675	0.3675	0.3675	0.3675	0.3675	0.3675	
0.2975	0.2975	0.2975	0.2975	0.2975	0.2975	0.2975	0.2975	0.2975	0.2975	
0.17	0.17	0.17	0.17	0.17	0.17	0.17	0.17	0.17	0.17	
