10
5
10
12
10
28	28	28	28	28	
2.67	2.61	1.87	1.6	1.55	1.54	1.3	1.3	1.11	0.65	
20	20	20	20	20	
2	2	2	2	2	
1.6	1.6	1.6	1.6	1.6	
11	11	11	11	11	
127	148	111	93	133	
59	98	93	130	110	
50	106	98	148	77	
134	115	125	64	82	
90	123	75	140	54	
79	59	101	87	86	
136	138	83	57	88	
136	109	72	67	148	
123	125	113	60	50	
57	137	79	123	51	
1.5
1.335	1.335	1.335	1.335	1.335	
1.305	1.305	1.305	1.305	1.305	
0.935	0.935	0.935	0.935	0.935	
0.8	0.8	0.8	0.8	0.8	
0.775	0.775	0.775	0.775	0.775	
0.77	0.77	0.77	0.77	0.77	
0.65	0.65	0.65	0.65	0.65	
0.65	0.65	0.65	0.65	0.65	
0.555	0.555	0.555	0.555	0.555	
0.325	0.325	0.325	0.325	0.325	
0.6675	0.6675	0.6675	0.6675	0.6675	
0.6525	0.6525	0.6525	0.6525	0.6525	
0.4675	0.4675	0.4675	0.4675	0.4675	
0.4	0.4	0.4	0.4	0.4	
0.3875	0.3875	0.3875	0.3875	0.3875	
0.385	0.385	0.385	0.385	0.385	
0.325	0.325	0.325	0.325	0.325	
0.325	0.325	0.325	0.325	0.325	
0.2775	0.2775	0.2775	0.2775	0.2775	
0.1625	0.1625	0.1625	0.1625	0.1625	
