10
10
10
12
10
56	56	56	56	56	56	56	56	56	56	
4.11	3.64	3.45	3.18	3.03	2.04	1.81	1.48	1.35	0.94	
20	20	20	20	20	20	20	20	20	20	
2	2	2	2	2	2	2	2	2	2	
1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	
11	11	11	11	11	11	11	11	11	11	
143	108	109	56	63	136	124	51	142	142	
120	132	70	78	78	75	113	91	109	109	
119	128	80	96	124	91	91	133	122	98	
70	135	95	56	143	120	118	88	114	66	
90	64	145	67	147	141	117	80	69	68	
55	114	106	116	91	122	72	70	135	111	
112	97	143	81	101	64	112	100	103	61	
57	77	89	64	109	113	76	78	106	52	
142	134	90	144	76	137	67	73	72	120	
80	71	54	100	123	54	123	65	109	85	
2
2.055	2.055	2.055	2.055	2.055	2.055	2.055	2.055	2.055	2.055	
1.82	1.82	1.82	1.82	1.82	1.82	1.82	1.82	1.82	1.82	
1.725	1.725	1.725	1.725	1.725	1.725	1.725	1.725	1.725	1.725	
1.59	1.59	1.59	1.59	1.59	1.59	1.59	1.59	1.59	1.59	
1.515	1.515	1.515	1.515	1.515	1.515	1.515	1.515	1.515	1.515	
1.02	1.02	1.02	1.02	1.02	1.02	1.02	1.02	1.02	1.02	
0.905	0.905	0.905	0.905	0.905	0.905	0.905	0.905	0.905	0.905	
0.74	0.74	0.74	0.74	0.74	0.74	0.74	0.74	0.74	0.74	
0.675	0.675	0.675	0.675	0.675	0.675	0.675	0.675	0.675	0.675	
0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	
1.0275	1.0275	1.0275	1.0275	1.0275	1.0275	1.0275	1.0275	1.0275	1.0275	
0.91	0.91	0.91	0.91	0.91	0.91	0.91	0.91	0.91	0.91	
0.8625	0.8625	0.8625	0.8625	0.8625	0.8625	0.8625	0.8625	0.8625	0.8625	
0.795	0.795	0.795	0.795	0.795	0.795	0.795	0.795	0.795	0.795	
0.7575	0.7575	0.7575	0.7575	0.7575	0.7575	0.7575	0.7575	0.7575	0.7575	
0.51	0.51	0.51	0.51	0.51	0.51	0.51	0.51	0.51	0.51	
0.4525	0.4525	0.4525	0.4525	0.4525	0.4525	0.4525	0.4525	0.4525	0.4525	
0.37	0.37	0.37	0.37	0.37	0.37	0.37	0.37	0.37	0.37	
0.3375	0.3375	0.3375	0.3375	0.3375	0.3375	0.3375	0.3375	0.3375	0.3375	
0.235	0.235	0.235	0.235	0.235	0.235	0.235	0.235	0.235	0.235	
