5
5
10
12
10
19	19	19	19	19	
2.63	2.57	2.48	1.21	1.21	
20	20	20	20	20	
2	2	2	2	2	
1.6	1.6	1.6	1.6	1.6	
11	11	11	11	11	
99	108	149	106	140	
131	130	64	147	116	
132	83	100	111	105	
115	91	65	94	58	
134	115	122	116	97	
1.5
1.315	1.315	1.315	1.315	1.315	
1.285	1.285	1.285	1.285	1.285	
1.24	1.24	1.24	1.24	1.24	
0.605	0.605	0.605	0.605	0.605	
0.605	0.605	0.605	0.605	0.605	
0.6575	0.6575	0.6575	0.6575	0.6575	
0.6425	0.6425	0.6425	0.6425	0.6425	
0.62	0.62	0.62	0.62	0.62	
0.3025	0.3025	0.3025	0.3025	0.3025	
0.3025	0.3025	0.3025	0.3025	0.3025	
