5
10
10
12
10
19	19	19	19	19	19	19	19	19	19	
2.64	2.55	1.16	0.96	0.75	
20	20	20	20	20	20	20	20	20	20	
2	2	2	2	2	2	2	2	2	2	
1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	
11	11	11	11	11	11	11	11	11	11	
95	128	102	112	87	96	78	92	131	122	
139	59	100	60	81	137	136	123	77	56	
117	73	148	135	74	118	72	134	127	106	
51	147	133	96	65	142	141	93	149	72	
147	86	68	105	94	64	101	72	61	95	
2
1.32	1.32	1.32	1.32	1.32	1.32	1.32	1.32	1.32	1.32	
1.275	1.275	1.275	1.275	1.275	1.275	1.275	1.275	1.275	1.275	
0.58	0.58	0.58	0.58	0.58	0.58	0.58	0.58	0.58	0.58	
0.48	0.48	0.48	0.48	0.48	0.48	0.48	0.48	0.48	0.48	
0.375	0.375	0.375	0.375	0.375	0.375	0.375	0.375	0.375	0.375	
0.66	0.66	0.66	0.66	0.66	0.66	0.66	0.66	0.66	0.66	
0.6375	0.6375	0.6375	0.6375	0.6375	0.6375	0.6375	0.6375	0.6375	0.6375	
0.29	0.29	0.29	0.29	0.29	0.29	0.29	0.29	0.29	0.29	
0.24	0.24	0.24	0.24	0.24	0.24	0.24	0.24	0.24	0.24	
0.1875	0.1875	0.1875	0.1875	0.1875	0.1875	0.1875	0.1875	0.1875	0.1875	
