5
5
10
12
10
34	34	34	34	34	
4.1	4	2.97	2.19	1.34	
20	20	20	20	20	
2	2	2	2	2	
1.6	1.6	1.6	1.6	1.6	
11	11	11	11	11	
54	117	60	50	64	
57	125	126	87	145	
91	95	114	134	114	
81	127	99	67	79	
126	95	103	98	76	
2
2.05	2.05	2.05	2.05	2.05	
2	2	2	2	2	
1.485	1.485	1.485	1.485	1.485	
1.095	1.095	1.095	1.095	1.095	
0.67	0.67	0.67	0.67	0.67	
1.025	1.025	1.025	1.025	1.025	
1	1	1	1	1	
0.7425	0.7425	0.7425	0.7425	0.7425	
0.5475	0.5475	0.5475	0.5475	0.5475	
0.335	0.335	0.335	0.335	0.335	
