5
10
10
12
10
39	39	39	39	39	39	39	39	39	39	
4.19	4.16	4.03	3.59	0.75	
20	20	20	20	20	20	20	20	20	20	
2	2	2	2	2	2	2	2	2	2	
1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	
11	11	11	11	11	11	11	11	11	11	
78	73	59	114	124	125	127	94	142	138	
114	132	72	55	77	123	114	124	56	97	
141	149	124	117	82	101	63	144	85	104	
58	102	80	124	91	84	107	94	100	109	
146	57	60	66	77	67	57	102	55	97	
2
2.095	2.095	2.095	2.095	2.095	2.095	2.095	2.095	2.095	2.095	
2.08	2.08	2.08	2.08	2.08	2.08	2.08	2.08	2.08	2.08	
2.015	2.015	2.015	2.015	2.015	2.015	2.015	2.015	2.015	2.015	
1.795	1.795	1.795	1.795	1.795	1.795	1.795	1.795	1.795	1.795	
0.375	0.375	0.375	0.375	0.375	0.375	0.375	0.375	0.375	0.375	
1.0475	1.0475	1.0475	1.0475	1.0475	1.0475	1.0475	1.0475	1.0475	1.0475	
1.04	1.04	1.04	1.04	1.04	1.04	1.04	1.04	1.04	1.04	
1.0075	1.0075	1.0075	1.0075	1.0075	1.0075	1.0075	1.0075	1.0075	1.0075	
0.8975	0.8975	0.8975	0.8975	0.8975	0.8975	0.8975	0.8975	0.8975	0.8975	
0.1875	0.1875	0.1875	0.1875	0.1875	0.1875	0.1875	0.1875	0.1875	0.1875	
