10
5
10
12
10
36	36	36	36	36	
2.51	2.5	2.36	2.34	1.94	1.82	1.18	0.74	0.67	0.61	
20	20	20	20	20	
2	2	2	2	2	
1.6	1.6	1.6	1.6	1.6	
11	11	11	11	11	
87	76	128	53	122	
57	106	144	50	104	
141	125	94	134	137	
66	124	100	98	90	
117	54	55	74	70	
64	124	126	53	117	
58	73	64	83	77	
144	129	52	127	91	
71	144	132	81	132	
110	132	51	112	91	
2
1.255	1.255	1.255	1.255	1.255	
1.25	1.25	1.25	1.25	1.25	
1.18	1.18	1.18	1.18	1.18	
1.17	1.17	1.17	1.17	1.17	
0.97	0.97	0.97	0.97	0.97	
0.91	0.91	0.91	0.91	0.91	
0.59	0.59	0.59	0.59	0.59	
0.37	0.37	0.37	0.37	0.37	
0.335	0.335	0.335	0.335	0.335	
0.305	0.305	0.305	0.305	0.305	
0.6275	0.6275	0.6275	0.6275	0.6275	
0.625	0.625	0.625	0.625	0.625	
0.59	0.59	0.59	0.59	0.59	
0.585	0.585	0.585	0.585	0.585	
0.485	0.485	0.485	0.485	0.485	
0.455	0.455	0.455	0.455	0.455	
0.295	0.295	0.295	0.295	0.295	
0.185	0.185	0.185	0.185	0.185	
0.1675	0.1675	0.1675	0.1675	0.1675	
0.1525	0.1525	0.1525	0.1525	0.1525	
