5
5
10
12
10
37	37	37	37	37	
3.47	3.03	2.83	2.76	2.64	
20	20	20	20	20	
2	2	2	2	2	
1.6	1.6	1.6	1.6	1.6	
11	11	11	11	11	
82	114	130	118	137	
131	143	148	82	82	
79	56	104	126	66	
63	50	86	58	64	
58	134	141	87	70	
2
1.735	1.735	1.735	1.735	1.735	
1.515	1.515	1.515	1.515	1.515	
1.415	1.415	1.415	1.415	1.415	
1.38	1.38	1.38	1.38	1.38	
1.32	1.32	1.32	1.32	1.32	
0.8675	0.8675	0.8675	0.8675	0.8675	
0.7575	0.7575	0.7575	0.7575	0.7575	
0.7075	0.7075	0.7075	0.7075	0.7075	
0.69	0.69	0.69	0.69	0.69	
0.66	0.66	0.66	0.66	0.66	
