10
5
10
12
10
28	28	28	28	28	
2.62	2.09	1.76	1.73	1.73	1.7	1.53	1.22	1.04	0.84	
20	20	20	20	20	
2	2	2	2	2	
1.6	1.6	1.6	1.6	1.6	
11	11	11	11	11	
100	66	101	56	70	
147	59	83	122	62	
100	129	85	139	94	
66	54	131	53	76	
120	77	128	130	98	
102	58	128	86	119	
84	139	125	74	125	
75	145	136	86	66	
132	82	103	96	61	
149	101	137	105	78	
1.5
1.31	1.31	1.31	1.31	1.31	
1.045	1.045	1.045	1.045	1.045	
0.88	0.88	0.88	0.88	0.88	
0.865	0.865	0.865	0.865	0.865	
0.865	0.865	0.865	0.865	0.865	
0.85	0.85	0.85	0.85	0.85	
0.765	0.765	0.765	0.765	0.765	
0.61	0.61	0.61	0.61	0.61	
0.52	0.52	0.52	0.52	0.52	
0.42	0.42	0.42	0.42	0.42	
0.655	0.655	0.655	0.655	0.655	
0.5225	0.5225	0.5225	0.5225	0.5225	
0.44	0.44	0.44	0.44	0.44	
0.4325	0.4325	0.4325	0.4325	0.4325	
0.4325	0.4325	0.4325	0.4325	0.4325	
0.425	0.425	0.425	0.425	0.425	
0.3825	0.3825	0.3825	0.3825	0.3825	
0.305	0.305	0.305	0.305	0.305	
0.26	0.26	0.26	0.26	0.26	
0.21	0.21	0.21	0.21	0.21	
