10
10
10
12
10
44	44	44	44	44	44	44	44	44	44	
2.68	2.53	2.07	1.66	1.53	1.4	1.36	1.23	0.85	0.85	
20	20	20	20	20	20	20	20	20	20	
2	2	2	2	2	2	2	2	2	2	
1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	
11	11	11	11	11	11	11	11	11	11	
131	136	53	118	149	67	66	76	92	124	
81	100	59	109	115	51	64	109	82	116	
92	129	69	110	146	130	71	95	145	72	
77	135	83	82	141	64	68	140	148	120	
92	106	112	95	148	77	126	110	51	114	
70	104	60	85	137	121	118	120	134	121	
125	145	144	90	143	125	94	104	105	50	
56	67	102	61	101	110	92	52	118	123	
118	76	66	135	102	122	94	51	144	99	
67	71	143	88	130	54	75	123	83	78	
2
1.34	1.34	1.34	1.34	1.34	1.34	1.34	1.34	1.34	1.34	
1.265	1.265	1.265	1.265	1.265	1.265	1.265	1.265	1.265	1.265	
1.035	1.035	1.035	1.035	1.035	1.035	1.035	1.035	1.035	1.035	
0.83	0.83	0.83	0.83	0.83	0.83	0.83	0.83	0.83	0.83	
0.765	0.765	0.765	0.765	0.765	0.765	0.765	0.765	0.765	0.765	
0.7	0.7	0.7	0.7	0.7	0.7	0.7	0.7	0.7	0.7	
0.68	0.68	0.68	0.68	0.68	0.68	0.68	0.68	0.68	0.68	
0.615	0.615	0.615	0.615	0.615	0.615	0.615	0.615	0.615	0.615	
0.425	0.425	0.425	0.425	0.425	0.425	0.425	0.425	0.425	0.425	
0.425	0.425	0.425	0.425	0.425	0.425	0.425	0.425	0.425	0.425	
0.67	0.67	0.67	0.67	0.67	0.67	0.67	0.67	0.67	0.67	
0.6325	0.6325	0.6325	0.6325	0.6325	0.6325	0.6325	0.6325	0.6325	0.6325	
0.5175	0.5175	0.5175	0.5175	0.5175	0.5175	0.5175	0.5175	0.5175	0.5175	
0.415	0.415	0.415	0.415	0.415	0.415	0.415	0.415	0.415	0.415	
0.3825	0.3825	0.3825	0.3825	0.3825	0.3825	0.3825	0.3825	0.3825	0.3825	
0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35	
0.34	0.34	0.34	0.34	0.34	0.34	0.34	0.34	0.34	0.34	
0.3075	0.3075	0.3075	0.3075	0.3075	0.3075	0.3075	0.3075	0.3075	0.3075	
0.2125	0.2125	0.2125	0.2125	0.2125	0.2125	0.2125	0.2125	0.2125	0.2125	
0.2125	0.2125	0.2125	0.2125	0.2125	0.2125	0.2125	0.2125	0.2125	0.2125	
