10
5
10
12
10
66	66	66	66	66	
4.87	4.78	4.71	4.37	3.18	3.13	2.12	1.98	1.67	1.5	
20	20	20	20	20	
2	2	2	2	2	
1.6	1.6	1.6	1.6	1.6	
11	11	11	11	11	
82	146	123	110	80	
82	78	75	101	86	
54	62	81	135	131	
126	119	96	57	96	
111	61	132	108	76	
61	114	119	118	80	
61	135	110	90	52	
128	113	132	78	112	
50	56	53	117	74	
107	84	77	93	146	
2
2.435	2.435	2.435	2.435	2.435	
2.39	2.39	2.39	2.39	2.39	
2.355	2.355	2.355	2.355	2.355	
2.185	2.185	2.185	2.185	2.185	
1.59	1.59	1.59	1.59	1.59	
1.565	1.565	1.565	1.565	1.565	
1.06	1.06	1.06	1.06	1.06	
0.99	0.99	0.99	0.99	0.99	
0.835	0.835	0.835	0.835	0.835	
0.75	0.75	0.75	0.75	0.75	
1.2175	1.2175	1.2175	1.2175	1.2175	
1.195	1.195	1.195	1.195	1.195	
1.1775	1.1775	1.1775	1.1775	1.1775	
1.0925	1.0925	1.0925	1.0925	1.0925	
0.795	0.795	0.795	0.795	0.795	
0.7825	0.7825	0.7825	0.7825	0.7825	
0.53	0.53	0.53	0.53	0.53	
0.495	0.495	0.495	0.495	0.495	
0.4175	0.4175	0.4175	0.4175	0.4175	
0.375	0.375	0.375	0.375	0.375	
