5
10
10
12
10
21	21	21	21	21	21	21	21	21	21	
4.54	4.23	2.04	0.72	0.71	
20	20	20	20	20	20	20	20	20	20	
2	2	2	2	2	2	2	2	2	2	
1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	
11	11	11	11	11	11	11	11	11	11	
136	79	52	64	81	65	67	109	82	116	
84	125	54	136	115	132	96	128	101	136	
109	140	81	83	107	74	132	64	51	56	
72	137	54	127	60	94	72	82	73	52	
69	138	112	106	133	120	70	84	66	148	
1.5
2.27	2.27	2.27	2.27	2.27	2.27	2.27	2.27	2.27	2.27	
2.115	2.115	2.115	2.115	2.115	2.115	2.115	2.115	2.115	2.115	
1.02	1.02	1.02	1.02	1.02	1.02	1.02	1.02	1.02	1.02	
0.36	0.36	0.36	0.36	0.36	0.36	0.36	0.36	0.36	0.36	
0.355	0.355	0.355	0.355	0.355	0.355	0.355	0.355	0.355	0.355	
1.135	1.135	1.135	1.135	1.135	1.135	1.135	1.135	1.135	1.135	
1.0575	1.0575	1.0575	1.0575	1.0575	1.0575	1.0575	1.0575	1.0575	1.0575	
0.51	0.51	0.51	0.51	0.51	0.51	0.51	0.51	0.51	0.51	
0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	
0.1775	0.1775	0.1775	0.1775	0.1775	0.1775	0.1775	0.1775	0.1775	0.1775	
