5
10
10
12
10
18	18	18	18	18	18	18	18	18	18	
2.31	1.37	1.23	1.15	0.99	
20	20	20	20	20	20	20	20	20	20	
2	2	2	2	2	2	2	2	2	2	
1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	
11	11	11	11	11	11	11	11	11	11	
124	65	148	103	99	100	64	133	101	77	
124	121	125	101	100	58	110	91	50	76	
50	69	142	135	71	70	140	60	76	98	
58	115	71	147	99	97	74	53	135	60	
59	60	128	141	56	140	92	129	67	138	
2
1.155	1.155	1.155	1.155	1.155	1.155	1.155	1.155	1.155	1.155	
0.685	0.685	0.685	0.685	0.685	0.685	0.685	0.685	0.685	0.685	
0.615	0.615	0.615	0.615	0.615	0.615	0.615	0.615	0.615	0.615	
0.575	0.575	0.575	0.575	0.575	0.575	0.575	0.575	0.575	0.575	
0.495	0.495	0.495	0.495	0.495	0.495	0.495	0.495	0.495	0.495	
0.5775	0.5775	0.5775	0.5775	0.5775	0.5775	0.5775	0.5775	0.5775	0.5775	
0.3425	0.3425	0.3425	0.3425	0.3425	0.3425	0.3425	0.3425	0.3425	0.3425	
0.3075	0.3075	0.3075	0.3075	0.3075	0.3075	0.3075	0.3075	0.3075	0.3075	
0.2875	0.2875	0.2875	0.2875	0.2875	0.2875	0.2875	0.2875	0.2875	0.2875	
0.2475	0.2475	0.2475	0.2475	0.2475	0.2475	0.2475	0.2475	0.2475	0.2475	
