10
5
10
12
10
25	25	25	25	25	
2.6	2.41	2.16	2.09	1.7	1.21	0.79	0.73	0.7	0.65	
20	20	20	20	20	
2	2	2	2	2	
1.6	1.6	1.6	1.6	1.6	
11	11	11	11	11	
117	111	79	129	141	
54	75	79	66	139	
80	77	143	116	71	
68	80	57	108	92	
75	101	127	102	86	
148	92	136	138	119	
65	137	82	52	128	
117	67	80	113	135	
70	110	99	118	97	
58	121	57	70	78	
1.5
1.3	1.3	1.3	1.3	1.3	
1.205	1.205	1.205	1.205	1.205	
1.08	1.08	1.08	1.08	1.08	
1.045	1.045	1.045	1.045	1.045	
0.85	0.85	0.85	0.85	0.85	
0.605	0.605	0.605	0.605	0.605	
0.395	0.395	0.395	0.395	0.395	
0.365	0.365	0.365	0.365	0.365	
0.35	0.35	0.35	0.35	0.35	
0.325	0.325	0.325	0.325	0.325	
0.65	0.65	0.65	0.65	0.65	
0.6025	0.6025	0.6025	0.6025	0.6025	
0.54	0.54	0.54	0.54	0.54	
0.5225	0.5225	0.5225	0.5225	0.5225	
0.425	0.425	0.425	0.425	0.425	
0.3025	0.3025	0.3025	0.3025	0.3025	
0.1975	0.1975	0.1975	0.1975	0.1975	
0.1825	0.1825	0.1825	0.1825	0.1825	
0.175	0.175	0.175	0.175	0.175	
0.1625	0.1625	0.1625	0.1625	0.1625	
