5
10
10
12
10
25	25	25	25	25	25	25	25	25	25	
4.31	3.18	2.7	1.32	0.8	
20	20	20	20	20	20	20	20	20	20	
2	2	2	2	2	2	2	2	2	2	
1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	
11	11	11	11	11	11	11	11	11	11	
122	81	83	146	78	78	58	113	85	64	
74	78	93	140	72	123	68	119	106	93	
77	70	112	139	94	109	55	138	106	84	
110	71	125	60	94	120	138	111	64	99	
100	54	64	97	108	81	76	123	82	76	
1.5
2.155	2.155	2.155	2.155	2.155	2.155	2.155	2.155	2.155	2.155	
1.59	1.59	1.59	1.59	1.59	1.59	1.59	1.59	1.59	1.59	
1.35	1.35	1.35	1.35	1.35	1.35	1.35	1.35	1.35	1.35	
0.66	0.66	0.66	0.66	0.66	0.66	0.66	0.66	0.66	0.66	
0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	
1.0775	1.0775	1.0775	1.0775	1.0775	1.0775	1.0775	1.0775	1.0775	1.0775	
0.795	0.795	0.795	0.795	0.795	0.795	0.795	0.795	0.795	0.795	
0.675	0.675	0.675	0.675	0.675	0.675	0.675	0.675	0.675	0.675	
0.33	0.33	0.33	0.33	0.33	0.33	0.33	0.33	0.33	0.33	
0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	
