10
5
10
12
10
62	62	62	62	62	
4.78	4.1	3.65	3.56	2.8	2.65	2.39	2	1.42	0.74	
20	20	20	20	20	
2	2	2	2	2	
1.6	1.6	1.6	1.6	1.6	
11	11	11	11	11	
130	115	136	67	54	
122	132	54	117	90	
86	108	54	85	135	
91	98	107	135	84	
103	68	138	87	96	
109	113	74	114	145	
126	105	94	126	62	
73	117	128	146	81	
136	137	100	90	95	
90	111	126	88	132	
2
2.39	2.39	2.39	2.39	2.39	
2.05	2.05	2.05	2.05	2.05	
1.825	1.825	1.825	1.825	1.825	
1.78	1.78	1.78	1.78	1.78	
1.4	1.4	1.4	1.4	1.4	
1.325	1.325	1.325	1.325	1.325	
1.195	1.195	1.195	1.195	1.195	
1	1	1	1	1	
0.71	0.71	0.71	0.71	0.71	
0.37	0.37	0.37	0.37	0.37	
1.195	1.195	1.195	1.195	1.195	
1.025	1.025	1.025	1.025	1.025	
0.9125	0.9125	0.9125	0.9125	0.9125	
0.89	0.89	0.89	0.89	0.89	
0.7	0.7	0.7	0.7	0.7	
0.6625	0.6625	0.6625	0.6625	0.6625	
0.5975	0.5975	0.5975	0.5975	0.5975	
0.5	0.5	0.5	0.5	0.5	
0.355	0.355	0.355	0.355	0.355	
0.185	0.185	0.185	0.185	0.185	
